,business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,price_level,permanently_closed
117,OPERATIONAL,"{'location': {'lat': 45.415268, 'lng': 11.8694121}, 'viewport': {'northeast': {'lat': 45.4165891802915, 'lng': 11.8707201302915}, 'southwest': {'lat': 45.4138912197085, 'lng': 11.8680221697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,BAR VIENNA,{'open_now': True},"[{'height': 6000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102336534572517197528"">maurizio rossi</a>'], 'photo_reference': 'ATKogpcXqyUzAo-31owVykF6MUuESNSzCqWKfqe0KKbWH8I0q-oiqTTb1iyTIbylwqyVlhO0uGwnSVxKlOdIGTO255b5qFbPw48b5xl1gPRzr81S-STajTm2PGca4Sp8E6C2tfOds3lR_Biupv_Zw5WMCmh0c3H2eQFcqeOiPoEJw0d1kamGHIUTIqRTf8xKI8q13yKPfMeWo2It7903UQ1DW40W9gAwrtES9msXpsfc6hEFhuOGI-GhZKvidlb9bzCfmhKAsHvuHPdQY7sbOLN0w5EHVT0huNEfb1MLOiEiHvwqEmW8M8NPK7vlAPTlzBtFpbtw4sB4t9-rF3bxGJesku32N1w4__pjNWzUmpnyRNLF1LzUsKacHUKoTKt2zXXG82Uf0QBcjQrgfXZokvU9xpFjULRIrlNcnndCKcCQIs8SJrUv0NTqhCtT3NA5vKQmlk4j5kVKTqG-_cQ5LCGkkFdKV7tTtCLIkZ_ESeVpt9PU_bOftgWYjl2vnzpvh83KGWIM7im_MFJzwNrfjvfb4pN8sjsGaNef2XwtcaUDtEKHn7cCdGdSoa33KWlP7t9AuZCtEe3td4mLt9Lp9SSAy1tCkaNdeAI0KCmc4iBZbGZFeV80dYqVQIHxfIcvFvRIKXJBO6dp', 'width': 8000}]",ChIJXZGz_evbfkcRWJyOAOWAZuM,"{'compound_code': 'CV89+4Q Padua, Province of Padua, Italy', 'global_code': '8FQHCV89+4Q'}",4.0,ChIJXZGz_evbfkcRWJyOAOWAZuM,GOOGLE,"['bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",27.0,"Via Beato Pellegrino, 104, Padova",,
118,OPERATIONAL,"{'location': {'lat': 45.4150466, 'lng': 11.8694904}, 'viewport': {'northeast': {'lat': 45.4164175302915, 'lng': 11.8708586802915}, 'southwest': {'lat': 45.4137195697085, 'lng': 11.8681607197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Gorgo,,,ChIJnaeVs6HbfkcR_Pbyz-1anHY,"{'compound_code': 'CV89+2Q Padua, Province of Padua, Italy', 'global_code': '8FQHCV89+2Q'}",,ChIJnaeVs6HbfkcR_Pbyz-1anHY,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"Via Beato Pellegrino, Padova",,
123,OPERATIONAL,"{'location': {'lat': 45.4113214, 'lng': 11.8657135}, 'viewport': {'northeast': {'lat': 45.4128004302915, 'lng': 11.8671881302915}, 'southwest': {'lat': 45.4101024697085, 'lng': 11.8644901697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,LA BOCCIA GARDEN,,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118249742103034643903"">filippo carlesso</a>'], 'photo_reference': 'ATKogpeEjJKfBavSikG0OJs0JkPutqxtnWpUFoX-C7fVtKJVopr5zkMU1FdJ-XUCozbpdEXC7cPkZVzdWS5nc0Yt9vHbPzmNA_v4ubDGUX-byCT-v3gQV7S1J6O9a2iKl9PAQIJKl2tR3hfvKT_rJfcrEYUloDPV2UHvT7GRWWgyiERaZbY9rczht689H2qEOUwgQrO22ygUm8geZKygUu2C6cIAJ8xoCSpfZ4s26I_Rgz3egQYxukUjf2MEQix9Q7-2Sk-UALHplwyVLKLffkVqFgYLPTgdYcOdq9G0EbqVAepi2YYGsMSL7fhQAvQIkXQX0I53nrBWFKSWGPAaOHVfjs4QU_MQTvaWZ1XO45wW9zK4X2pPyzUCa1xWMJIkw0SwAAgDb2sy_Zxma4xCU2pATU9D8I7YMQ6ut5SZ1hJyX-jx-TEmzWcHIj4EBtVORMRLB9x8tDIT3dt-6ilBpdczZBEK4qRIChZAZ76iuT6F2yYaVvkFwr5Xpq0JBP-JBM78Kh2ZEnnPmD9wxLR3yFQbYftyTQ0WpOSkAcQizf0AGarm6E-CFHB0DUrYwy-LYvwOurSKfRBJeRhrNEb5SPU6Y7tRG8K7r9PSSiQ_eJATLhCJz3bwOr_BBKhEbmQOy3s3TUTwxtbi', 'width': 3024}]",ChIJHQbf2qrbfkcRoBEioxE42Ws,"{'compound_code': 'CV68+G7 Padua, Province of Padua, Italy', 'global_code': '8FQHCV68+G7'}",2.3,ChIJHQbf2qrbfkcRoBEioxE42Ws,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",3.0,"Giardino Cavalleggeri di Padova, Corso Milano, 113, Padova",,
126,OPERATIONAL,"{'location': {'lat': 45.4087165, 'lng': 11.8732475}, 'viewport': {'northeast': {'lat': 45.41006763029151, 'lng': 11.8745750302915}, 'southwest': {'lat': 45.40736966970851, 'lng': 11.8718770697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Rossopomodoro,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104483915466497590994"">Fabio Michelon</a>'], 'photo_reference': 'ATKogpfHsJPOe429vvi19lfaw0RGN_xiTfMDlRPh2b-3_luVjFmBg6oR0RGv0wCJKXa0R7XlADVmmj7zmY3dVXwBqf_mUhDT7B0uwi7xjkLy1Mj_A8fR9JKDfGiWayXjDCgYtET6Z0yTWY5fPHAKWNfX-mKWO1VvYLrtm6kHH0cy4N-fTIZb-eUEIMKCseki4rQqRkdTeoN-t07OhAKM_uK0Z91hn4Y13d_ZEhH64qXPZ45sJ1FVAQlMXYlQq_Ku-gnTQI9i9zg-7KD3LXHMSavaRPE3iwMG-rCohMrgG0VKDYbSa2IKj8TRyJthVfBe7Ro6lwbYlg9jvGYD8xQovrO84m1KAiO_Y-i9Qud-UwbCL57rWGQjtXRoS3ri-75teJ6s29p2qH8fPe9vO4r67yp_QDjE5diecLGpSEGxqEGvh4yPBdneTNYyE-urclkpI639kFo5liLoZsVjKZ1qhbv4opOip07DfS1E3wK5zYX08afcN7ZDUfctD30hx-xHesMdQIKC_-pQaw9RmSJYF06o--0oi1Y5xofqVXjg6WlXV5RsZ1bCrfXJkYuN98F5StVdFuCTOiaHWPQMCqgFtQC5dS5kbQDNjyf0rlOV0GvyXfHktqPSsVygUfaE3C5uQMO1RBBdQVeF', 'width': 4608}]",ChIJG2cMO37cfkcR3wes0nPrVgo,"{'compound_code': 'CV5F+F7 Padua, Province of Padua, Italy', 'global_code': '8FQHCV5F+F7'}",3.8,ChIJG2cMO37cfkcR3wes0nPrVgo,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",2142.0,"Via Dante Alighieri, 34, Padova",2.0,
127,OPERATIONAL,"{'location': {'lat': 45.4089912, 'lng': 11.8710851}, 'viewport': {'northeast': {'lat': 45.41033248029149, 'lng': 11.8723937802915}, 'southwest': {'lat': 45.40763451970849, 'lng': 11.8696958197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Bistro Mexicano,{'open_now': False},"[{'height': 1168, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115429484060291450048"">Bistro Mexicano</a>'], 'photo_reference': 'ATKogpfyPLDti75IayWC9nkGz3RWbQd_RzQxkCsL_ArUDjByGw9K3EP-AY5zZ8nCi-qY5Kp7suXg-syt97MkVHq3fyB63vjjzLtIhy-kYVe7CaauNf1qXTTNhs9LPFtideXExntBPTe-uULXI_CuAPnOpoxOgueIGLwSMsVqYS7fNxbsJlMZrIUpb6DJJN2NfGgAiuKG79jYMN6652Da2FPe-_jcHyru9Ej9IK7IemsA1VdwxTs--Z40f8YT8PWlaD6DZZO_Fegt5ednnhlCF0R5Mjq38p2TS65E-koDFKacwHdQV3gsbTy4yr4JWjWuiBemPG3FxUm8YVw', 'width': 1752}]",ChIJC628jEXafkcRb38-THnIM0E,"{'compound_code': 'CV5C+HC Padua, Province of Padua, Italy', 'global_code': '8FQHCV5C+HC'}",4.5,ChIJC628jEXafkcRb38-THnIM0E,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1418.0,"Via dei Livello, 11, Padova",2.0,
128,OPERATIONAL,"{'location': {'lat': 45.4068712, 'lng': 11.8700507}, 'viewport': {'northeast': {'lat': 45.4082428802915, 'lng': 11.8713900802915}, 'southwest': {'lat': 45.4055449197085, 'lng': 11.8686921197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Enoteca Ristorante dei Tadi,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107294480716190046130"">Enoteca Ristorante dei Tadi</a>'], 'photo_reference': 'ATKogpcq7exXLabQlA_s_g4zcdHftyMgBLWU7sl6WRoH6-S9BQkSxHuDbP47BT0nAz36zYwwjgkzYVwvS02KS6wQxh_cDptIqUzv6UzfrllnNUzblJ61RsYogtLInnBLfMpeZ8Uh0-DDUliVPeH96rtbZ92uZ3umG0UiXlAbUBIuUNaaOYzk-5N6quDNwKaDOHWXiKe-zV4lNSLCbNOZcY9FAYxt78ASSxCILQOfUjiFIB-_7VXZ8xiAz9h-HtHiT_tGxXBa0N1nu73VEPKYABbGGUhZP0zEzkCwrckmj5HFR-9qSR5e3CYJBedqC2cSl_iamASAJ2St-k8', 'width': 3024}]",ChIJ_SaBLk_afkcRXi0mcVsnFPk,"{'compound_code': 'CV4C+P2 Padua, Province of Padua, Italy', 'global_code': '8FQHCV4C+P2'}",4.6,ChIJ_SaBLk_afkcRXi0mcVsnFPk,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",565.0,"Via dei Tadi, 15, Padova",2.0,
129,OPERATIONAL,"{'location': {'lat': 45.4116391, 'lng': 11.8704436}, 'viewport': {'northeast': {'lat': 45.4129545802915, 'lng': 11.8718044802915}, 'southwest': {'lat': 45.4102566197085, 'lng': 11.8691065197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,OH MY GOD!,{'open_now': False},"[{'height': 2746, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112045749497140980076"">OH MY GOD!</a>'], 'photo_reference': 'ATKogpcS2T_U922y62VajK2iwqckxdclM2gK3t7OC3vQ0y9pxvi3ESzsjJq97HZ9QdDo9I9c_zgmuBXWB-ApulwUd3yuZAT7Prg73NtdaAtg0ZgppB3Uajwc_7s23t8sIQKEqwqbe6_Ukai0yKm8GJHt1qEGdHWi48OEdLyaJmTuKdvnnLa3eno0xSdh1-vi1kMKM7sXwbNXOQRxaPL-rYrXAKH4s1_D-omwyWuO3yuwlDaR6bYiV3IrswnweCKSNY962zOnR_4kZW374nmX3_UjhB7dCpDcLTcqUXSGuDA1QOQ9mO747fssE-UWoMuzsxKhWfmIVTpKPz4', 'width': 4000}]",ChIJv9Y0nUbafkcRi-TSDtjZiwo,"{'compound_code': 'CV6C+M5 Padua, Province of Padua, Italy', 'global_code': '8FQHCV6C+M5'}",4.6,ChIJv9Y0nUbafkcRi-TSDtjZiwo,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",835.0,"Via Savonarola, 84, Padova",2.0,
130,OPERATIONAL,"{'location': {'lat': 45.40956899999999, 'lng': 11.8713357}, 'viewport': {'northeast': {'lat': 45.41085513029149, 'lng': 11.8726919302915}, 'southwest': {'lat': 45.4081571697085, 'lng': 11.8699939697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Antico Brolo l'Osteria,{'open_now': False},"[{'height': 607, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112570729020688284280"">monica di natale</a>'], 'photo_reference': 'ATKogpdAN0pKKTMCkoJDoovbfe14inrvt3H5PePI6t5Ua-LSZRtvmGaYY5W2R1JdkX0TZivtKN_8Exu67KaNPCLd5tEN8T7ne7FFzGQqQTlv6ydDfTZhCjTLkSYMpa2Y4EOUdYLjiuJ2aqQqhA2gGY4qkNvk1dkc3Skib3nZ6MJXDfMGuWxYbTtNnMaiOVZGBJBeS1-M2jU_BHgnlzPxEQDNJIGHW4gfUevPBfz7DlXMqJ5AD39hgUZVh3CkYLpBtJW4qyQEu8G8gtHCyHVYMGVgpbpScPkiXy-TajS4wy0aziNBk-l_SVi9zsqNjJb8rMROdaGKuMyj2tWCxfTgzw_XoIspz_7cY94pR3ED-uc-JN7WGuoKTRlAcmitHeFNM-Boc5_epp0_jIWMcJMR7fwA8LndgVebGn0wM3iOKR865LRtpSZzFSFINzDOflpCD-VIVA6fKRoYvGhfJSPe2gxoHEm7Im9VE5QfsEcyWkRBZ85HFePT_G3P0WZfFUQrW-C8kdPOgv2F1oCYa7DJggOxxRTxhz78ivvjxxCRXdY7yxGfiHEmnc5FVo_5q3cMMQBhOjN1cngBJ3zu-DeCPlT0B87ZQwmRixo8OWpdTCFaUyWi1N7T2QJ7tiV1YvMBRDE27jylKQ', 'width': 876}]",ChIJuU6dlkXafkcRLJtARyhyfYI,"{'compound_code': 'CV5C+RG Padua, Province of Padua, Italy', 'global_code': '8FQHCV5C+RG'}",4.2,ChIJuU6dlkXafkcRLJtARyhyfYI,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1281.0,"Corso Milano, 22, Padova",3.0,
131,OPERATIONAL,"{'location': {'lat': 45.4089433, 'lng': 11.870853}, 'viewport': {'northeast': {'lat': 45.4103333802915, 'lng': 11.8721808802915}, 'southwest': {'lat': 45.4076354197085, 'lng': 11.8694829197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#7B9EB0,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Passione Pizza,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100366854789835171926"">Barbara Raba</a>'], 'photo_reference': 'ATKogpfB6e7DZCLBSHShaLk91ID8WoBdkyhWKDHQe0cHeVHEUXT1b0OEo06AV1GjzFMSNir6eRuapEFoDM8VQoZr8Hf4EGXrTyFda60RxSk8zdXYx28o-9DsfxpU-zYn_Ye0OwXsKhtVcWXfBbG0ZRyw_euwneQrnRQMEdVIDH7LP3b3qjkTCYarjw9Xv9UJFSPrLcSOF-j4KTCvxNrzva8ML5FThYSzAZCN1ectU2hlxhAwepimT0_ql1cfnKtFQneUhzx1nkzvO5CKbODYbxSJL_XkycbK86EzWT88wU5Eng6XZOKMw9ao740KyGuPcnvTuE7oD7U2ZABufslVF2Yh4IdCcoK7s1sday-11a8QYG5KjmdUkOlOU1Gw-pwfzWvn1_-8pQiC2mdA0ywyHewRGR0GOaOL1zO0cuwJFh880-MTeoWBOkZbujzGqlmn2CX_mUvdqzarKijHDOSfuhfrF_m1Vt91k50RkartoY4RMAxCadrZ17NUh4TgUboXVUOARPeKKX-c2AZU_SSbBH7P6EpjuNIRl_u4hvD6MsFEW965fKiQWE4HQH1kFTUZWjzPcKebKafqU-_g5UTiCitaUFjK_GSfxflVG9nhOvRrhXruYjLGrPF2KpBJVplud-7ZJa95gLJF', 'width': 3024}]",ChIJo_im80XafkcRuH1jLCO6Ej4,"{'compound_code': 'CV5C+H8 Padua, Province of Padua, Italy', 'global_code': '8FQHCV5C+H8'}",4.6,ChIJo_im80XafkcRuH1jLCO6Ej4,GOOGLE,"['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",175.0,"Via dei Livello, 25, Padova",,
132,OPERATIONAL,"{'location': {'lat': 45.4084809, 'lng': 11.8732343}, 'viewport': {'northeast': {'lat': 45.40982108029151, 'lng': 11.8745148802915}, 'southwest': {'lat': 45.40712311970851, 'lng': 11.8718169197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,daPRETTE - bakery,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116537907175103374557"">daPRETTE - bakery</a>'], 'photo_reference': 'ATKogpdVkdzudDNEqOP-bxYMtIzGl3XZlGr91b8ZjY6YEZKV7O560Fphmqv-Ce_W9fWo38Q88dkXEHmPCkJRVUN85sQB-o1OZxYL5xVqp6t0erByX57spaFe8NcOfWnsrx-gjnXhfJxiFOXYAEg1awG03vupzHE31MM-SLQhG4E5wNiUKE26WcMde_cFSvx8j95vEgXdIOn2fBPPVcVIZJqZxrHJRaaloQIhBbnjHkXvrAmrMs2AGnIqF9Q0aoD9cMzOzbtBDBgU9N2MvNcn4h4XHpiUv7oRhju0_jjGg18ipOytTJ0gQNeEF_7hhbKxvuRoBPBk6WLdGGE', 'width': 3024}]",ChIJeWbBYkXafkcRkHH78IxHf5g,"{'compound_code': 'CV5F+97 Padua, Province of Padua, Italy', 'global_code': '8FQHCV5F+97'}",4.1,ChIJeWbBYkXafkcRkHH78IxHf5g,GOOGLE,"['bakery', 'cafe', 'night_club', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",1160.0,"Via Dante Alighieri, 24, Padova",,
133,OPERATIONAL,"{'location': {'lat': 45.407871, 'lng': 11.873634}, 'viewport': {'northeast': {'lat': 45.4092043802915, 'lng': 11.8749514802915}, 'southwest': {'lat': 45.4065064197085, 'lng': 11.8722535197085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Pizza al cubo,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118219368061506984384"">Claudia C</a>'], 'photo_reference': 'ATKogpfy0TGln-SyTh5mh_erNCSdB0iOl1zCpP7Cg2Jozw9zcWTMMzi25QT-DvkaKZ44HIISF10cCRM6J5GZl5j3fknI1ucOYMHxF81rNomuHEFa_LXx2o1vq2F8wjml10e__7sLfMCtGD9-lkGoFkHAV8S_jAeYsBhkLSMZX0GrJGB4ofEzpxkF3TneJSiuC_AlkP9Eg2066ZuafEcALMjeuCgYDaXNrgyRazmWDJbudjHi9y0-1W4E7rCK8owue2VTqYTK9aPi8ZcI9NCSUcQMngVm4s_QnziuoUIQ0ruM43-La9sgzQWcbUQIPSJ0F6Xa8nCzyN6mndHMw3JW7m2Lr4QFa0YO8URNQEC3SiHFxLEolQY72owf9USzpzzXblSIQKni0DPhiFbNWWhuzwN9fPxvveiMv3s-KyTu7PXlu65pjWwScv6Euu1TsKtMoqp1yGITY4x8FBmJey1x-3jfq13VHhZLdV5ZpgchdjocpYhI4vdBviWwMfNiqMHJAzEZ6TUW6gOJ8g5Q8wYjHykQ9dY1FHdNlYNou529ZWqZoSFe00VFEk4idTGS-fWo6cUleGQleI5cR2QRmcPCEbq-1wmuiue7dAVCp4aIkHJ5xS-5kNv4BPUGXxmM6s8lSr3CYqRXScxG', 'width': 4032}]",ChIJufUzjU_afkcR0pRN3rJIljk,"{'compound_code': 'CV5F+4F Padua, Province of Padua, Italy', 'global_code': '8FQHCV5F+4F'}",4.2,ChIJufUzjU_afkcR0pRN3rJIljk,GOOGLE,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",167.0,"Piazza dei Signori, 35, Padova",,
134,OPERATIONAL,"{'location': {'lat': 45.407869, 'lng': 11.873727}, 'viewport': {'northeast': {'lat': 45.40919873029149, 'lng': 11.8750581302915}, 'southwest': {'lat': 45.40650076970849, 'lng': 11.8723601697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,HENDRIX BAR,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115764597564267381102"">Caterina Lo Ponte</a>'], 'photo_reference': 'ATKogpfUelF-oWM4ZN87utvKzLlJyZYYbKKPeBqbp9D4UOYMc7E_HTr26fvw7qrYmUTyUlobITxKF207O16pa7Zpv_0HjMEAlDa-i-kNI5Xf6APzN1C-MrRSc4YsEMBVC55ntVaetIruYzeQbgwr1Qd-X5_sXHxCwB-thz9AwSnXOElr3YxzLEXw0uYoi5lglplDEpdS6u7tEDvf8l7Y24i5TIC9_dHPkUw0nOpj_A1NCHyqNLkBpDGwakiHPFhvSUC37A5LjdQ3lgZ3VfrxlBKNwR-Y-2wZqFKxtxjjRa0e5DLD-FJGWX335tVXMrIx-m71b4kMFSUeCmUqgbN2Km_06670OOjLvwtkMcu-eshObHvdQMlqf7Xkj8N-CXjRwf1IKcoIFTMAyRJjauarifgK_OohJhRGfKAvcU5ZA-AKUCSmpPmV8jvu1ZlJUPXfLSIemojSuQcWV-3QuE-wginRG2KhyNvue3dHsJjncs5itvwUMBTfGEyq0cJS74MVI2VFc7fl3R4yhf9L4Royxo_V6b_IfBFuN0mHgHKGkYZ5GTGkAR4Ca4QSK75US6bSTnlV2QaFeloFUUi_t_c3bSCCrYil73t3tHQtuDM4RPZVyL1sHKJZPmod9tgileah4qxVDtK11g', 'width': 3024}]",ChIJp4ce80_afkcRIRjny-Nai6s,"{'compound_code': 'CV5F+4F Padua, Province of Padua, Italy', 'global_code': '8FQHCV5F+4F'}",4.2,ChIJp4ce80_afkcRIRjny-Nai6s,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",196.0,"Piazza dei Signori, 38, Padova",2.0,
135,OPERATIONAL,"{'location': {'lat': 45.4129565, 'lng': 11.8693556}, 'viewport': {'northeast': {'lat': 45.4143017802915, 'lng': 11.8707734302915}, 'southwest': {'lat': 45.4116038197085, 'lng': 11.8680754697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Mario & Mercedes,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108997036600730859734"">stefania cianfrocca</a>'], 'photo_reference': 'ATKogpd9ZBY0Rmk8xJS1y-JDi_ld5Y6KGbxF9P2jQKmYaFFLaSVPx670d3OGfoYomgremmBSjXGP6XRxLRdTTtq10xLzhXnAk4ELwGiI3NBH1CLl9Vx_A8sOpwL7fXai2sN8o41PSfhoy_dP_AfhO6H3Op66uckwrfTZpgcy0293gv8-ncNThSgbWNobqzWq5lUfbeDydMHUMDbSgv-ZUlnGjS4ba-vjAYFFQSWRoRlx_WibfJgqi1bAGxOj0NjxPfnJMJvRQHOKAfsP-xGMwkAEeGkJ1NccOplIFz_l8nZykuV3utXAmpZony_bweQjCESKZuthM3jNr0nJ3Cbw4nMcde4UHgEX8NJc39vzTzXsH7zOXUAPvYCDKtrdF1Fe6CN8DnZ3uInXnU6YN1PRJ6xAFhnog02QLOTobYfAP0qymEXhw8x4iSlXRDpeQoJ_ppjyKKiKViESUNm557otEfPyWdg6FkzJ5o9VlSaXxjpYzmntbaVSd_Zv4fewAGaZjSvIcY7jRcvXPTqToL-CE4yrwl0l75kYyKRJry1cL86ceB9vbz8oYY4tK_CiLoseIty6Vo2Fsb1_vQrB54mluHAQLFy85HH2wruNAURumKa1_BbdhUvcdxdfQ0aYdo0MJfU3aHgI1g', 'width': 4032}]",ChIJD02xx0bafkcR7Vp6qUbuKlg,"{'compound_code': 'CV79+5P Padua, Province of Padua, Italy', 'global_code': '8FQHCV79+5P'}",4.5,ChIJD02xx0bafkcR7Vp6qUbuKlg,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",639.0,"Via San Giovanni di Verdara, 13, Padova",2.0,
136,OPERATIONAL,"{'location': {'lat': 45.4070827, 'lng': 11.8682965}, 'viewport': {'northeast': {'lat': 45.4084353802915, 'lng': 11.8697042302915}, 'southwest': {'lat': 45.4057374197085, 'lng': 11.8670062697085}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Chiosco Tadi,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106722153230079409374"">Jessica Skidmore Richardson</a>'], 'photo_reference': 'ATKogpcfFvSXblYvRq31TZdMINmWpIWqzfPl7HCXivTu5QxN-WDeKtTZFucGv0pjG19soAH43TSXPyMlxm3nCwmiIZJrVPuGyq7VRV_LsqHU016ItUgcows_Ty-CKDyV3gP13r0FTC2JebMRjBKLHqR0oE4t51-eyMNwY0KeOkOwAOPtSrTnWaig-lV6a11m3Bds4p9shESEDCqK0eKEzMkj10mXCkHhYFT_Ur9ONwHScfbpgPU5TRbuN7Nk3GJNy91c5Apu2GeNUs7X4tpGZW1T13T9zFneRFrkp7Zv2A-gpsO6daRc9j9-HSO7sBBlXPPRy06npfRBz2EIGZpUCS187tlzO-QBxcHy7doTR90eNJC5ZWRYQh_z87I0M4VaVHQa8RG_0NeVTktUTu5EzYAlAIeI-08PimoP-MBCHRJg-tJs_RVRs4XuwJwfUa_zt9YpU0CUA6GbSSggCHGb5atkv6BuULOfz5s7MZ5rRTXQoj6PrDg1QkuGpRUgw1TG06QB0OYxCRQUu15NeELE5J90SdRSoq60mp26J2HIR8coAeW_xyuzb3rDzZNdQXQUagZ5RH8yF6rYUwiZhFaLWoJu0EXFV12DCmfr3rTMscXsSr1r773C8mVKko3pUlTsYtRDocA5LnNh', 'width': 3024}]",ChIJOdhH0kjafkcR8U3eZXRyNxE,"{'compound_code': 'CV49+R8 Padua, Province of Padua, Italy', 'global_code': '8FQHCV49+R8'}",4.2,ChIJOdhH0kjafkcR8U3eZXRyNxE,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",400.0,"Riviera Albertino Mussato, 8, Padova",1.0,
